billing_account_reference,Serial_Number,type
004570282,cp0515btqqr,
004570717,cp0511bt4hu,
006008895,cp0511bt4h4,
004568849,cp0520bt27e,
004530873,1015002b2989bb9,
004571266,cp0511attvm,
004571959,cp0511attwv,
004571347,cp0515btqkz,
004572335,cp0511atufb,
004572290,cp0511atu8n,
005284333,cp0511atta5,
004572503,CP0511ATZCV,
004572521,CP0512CTPPN,
004572711,CP0520BT2LZ,
004572829,cp0517atfd1,
004572870,cp0512ctpnu,
004573061,CP0517ATEU9,
004573049,CP0517ATEUV,
004573390,cp0512ctqcg,
004573425,cp0517atfce,
004573320,cp0515btpnc,
004573116,cp0515btpr2,
004573199,cp0517atff2,
004573535,CP0512CTQ5R,
004574064,CP0512CTPV5,
004574587,CP0519ATKLS,
006231520,CP0519ATKV0,
004575067,CP0519ATKS4,
004654647,CP0519ATKNM,
004575452,CP0519ATKQA,
004575653,CP0520BT69V,
004521485,1025302b2b694b6,
004576810,CP0519ATK6Y,
004521485,ZU588435768GB,
004574492,CP0511BT06U,
004577232,CP0519ATK4K,
004577749,cp0519atjy5,
004577971,CP0520BT4L7,
004578043,cp0520bt4k2,
004578476,cp0520btgf5,
004578429,cp0520bth6e,
004578501,cp0520btgzw,
004578536,cp0520bth1r,
004578673,cp0520bth75,
004578698,cp0520bth2q,
004578699,cp0520bth2h,
004537790,1025402B2B489B9,
004578827,CP0520BTB7F,
004579242,CP0520BTGPL,
004579281,CP0520BTGPN,
004579440,CP0520BTB62,
004579634,CP0519ATAT9,
004579813,CP0520BTBCD,
004580002,CP0520BTGZS,
004580149,CP*520BTHDS,
004580465,CP0520BTGVK,
004579783,CP0520BTHDZ,
004580634,CP0519ATAQE,
004581210,CP0519ATBLY,
004581354,CP0519ATAS6,
004581552,CP0519ATB91,
004581733,CP0519ATAE4,
004581804,CP0520BTR5S,
004581912,CP0520BTF33,
004582265,CP0520BTQV1,
004582292,CP0519ATASA,
004582334,CP0520BTGRY,
003915451,1055002B544F2B4,
004582738,CP0519ATMRA,
004582700,CP0520BTC2L,
006884685,CP0519ATDWQ,
004582964,CP0519ATQYJ,
004582974,CP0519ATDVJ,
004583989,CP0519ATDY6,
004584308,CP0520BTLQ4,
004572214,CP0519ATAMZ,
004584645,CP0520BTQL0,
004583524,CP0519AT3TS,
004585320,CP0520BTPZ5,
004584975,CP0519ATDG2,
004582854,CP0519AT3WV,
006237354,CP0520BT8YE,
004586746,CP0519AT4BM,
004586185,CP0520BT9NJ,
004586412,CP0520BT9K8,
004586678,CP0516ATKW2,
004587348,P0518CTU0H,
004586023,CP0519ATD5V,
004587102,CP0516ATKVT,
004587499,CP0516ATKS2,
004587759,CP0513BTM0V,
004587856,CP0519ATD5H,
004588625,CP0520BT5WA,
004588668,CP0519ATD6F,
003797445,1055702B55EB6CD,
003915451,1055702B55F6CCF,
003797445,ZU587760672GB,
003915451,ZU587760765GB,
003915451,ZU587760828GB,
004589114,CP0516ATV7A,
004589287,CP0516ATUFH,
004589494,CP0519ATD25,
006765411,CP0519ATDFR,
004590121,CP0519ATDFN,
004589898,CP0520BT0CR,
004590000,CP0520BT5UQ,
004590776,CP0517ATT2S,
004497065,1075602b56961b2,
004592575,cp0519atmzw,
004592668,cp0519atmpb,
004593102,cp0519atm58,
004592860,cp0518ctstb,
004592812,cp0518ctstk,
004593609,cp0516bt6tr,
004593825,cp0516bt6v5,
004594099,cp0518ctsq9,
004594202,cp0519at232,
004594282,cp0518ct8wz,
004594446,cp0519at43g,
004594815,cp0519atn0w,
004594911,cp0518ct2ns,
004591835,CP0520BT2H7,
004595157,cp0520bt2vg,
004594986,cp0516ateyu,
004595407,CP0520BT2GT,
004597090,cp0515gt7ql,
004597178,cp0516at3mr,
004597584,CP0517ATSSR,
004595983,cp0516atm30,
004598046,cp0520bt0eb,
004595382,cp0517ats9t,
004596055,cp0515gt4fr,
004598747,cp0518ctsln,
004598562,cp0517atsns,
004598370,cp0517ats9h,
004598540,cp0516at1pk,
004599160,CP0518CTSLK,
004599731,CP0517BT14S,
004600446,CP0517BT1BF,
004600453,CP0517BT0R0,
004600783,CP0519AT9YT,
004601419,CP0517BT0R6,
004601116,CP0517BT142,
004603532,cp0516at5qt,
004536605,CP0517BT0UW,
004602836,CP0512CTQKC,
003374952,cp0513ct21v,
004603513,cp0516at68a,
004600415,CP0516AT5S9,
004600930,cp0516ct73y,
004601978,CP0518CT33U,
004600007,cp0516at60u,
004602627,CP0518CTDSU,
004604176,cp0518ct1mu,
004602890,cp0516at6rr,
004604839,cp0516at65u,
004603768,cp0518ctsw0,
004605362,CP0516AT69K,
004605705,cp0518bte2u,
004605751,cp0516at69n,
004604963,cp0516at6lm,
004605417,cp0516at6kv,
004605922,CP0516AT6M2,
004605899,CP0516AT63T,
004556822,1075902B7B19BCF,
004589291,ZU588552747GB,
004237123,CP0518BTY9W,
004609884,CP0517ATSG4,
005372293,CP0518CT2YZ,
004607837,CP0518BTMGQ,
004608087,CP0517ATSFA,
004608219,CP0518CTAW0,
004608469,CP0519ATCSK,
004556506,CP0518BTAA6,
004608774,CP0519ATGB3,
004606559,CP0518BTMUE,
004589291,CP0519ATCS3,
004609072,CP0518BTMJU,
004609122,CP0519ATK4H,
004609180,CP0518BTWSR,
004608893,CP0518BTMQ9,
004609731,CP0518BTA6P,
004608149,CP0516AT6FN,
004610800,CP0518BTDJ3,
004609949,CP0518BTY04,
004610753,CP0518BTN3K,
004611362,CP0518CT8ZL,
004611066,CP0518CT90Q,
004610076,CP0518BT9E7,
004611860,CP0518CTJB6,
004611836,CP0518CTK5U,
004606460,CP0518CTJZT,
003795204,CP0518BTMT0,
004612050,CP0518BTE8C,
004612082,CP0518BTMTQ,
004610723,CP0517BT7WL,
004612515,CP0518CT9FY,
004610121,CP0518CT91G,
004613274,CP0516AT65J,
004614109,CP0518CT967,
004613869,CP0518CT9AN,
004612971,CP0518CTK5H,
004613314,cp0518btml2,
004613308,cp0518ctnn0,
004612925,cp0518ct9b7,
006504611,CP0518BTAPV,
004606564,CP0518CTMWK,
004614151,cp0518ct91r,
004614298,cp0516at75y,
004614245,cp0519atz0y,
004614299,cp0518ct6sy,
004614402,cp0519ats7n,
004614435,cp0518ctw5q,
004614657,CP0519ATKPF,
004614770,CP0518CTARP,
004614850,CP0518CT6Q9,
004612057,CP0518BTPB1,
004614717,CP0518CTAS3,
004615001,CP0518CTD5M,
004615279,CP0519ATVYZ,
004615157,CP0516AT76H,
004615117,CP0516AT6Z4,
004615139,CP0516AT76J,
004615358,cp0517atep8,
004615415,cp0518btp05,
006678753,cp0519atrug,
004607065,CP0519ATD9B,
004607196,CP0516BTQVV,
005488310,CP0517ATF77,
004615825,CP0516BTR7L,
004616870,CP0519ATY59,
004616927,CP0520AT5UL,
004617089,CP0517ATF60,
005585216,CP0520AT63M,
005831217,CP0520AT6CS,
004617095,CP0517ATF5D,
004615948,cp0518bte5t,
004618067,CP0517ATFAQ,
004617739,CP0518CTD7N,
007067742,CP0517ATF2N,
004617730,CP0517ATFHQ,
004617919,CP0520AT5TH,
004618609,CP0519ATR67,
004618643,CP0520AT63P,
004618307,CP0518BTW7A,
004619494,cp0516btr4t,
004620080,CP0518BTL61,
004620122,CP0516BTRKM,
004620828,cp0516btr3p,
004621350,cp0516btrpk,
004621816,cp0519at9va,
004621912,cp0519aty4v,
005814627,0075402B2CA30BD,
005814627,ZU588538025GB,
004622036,CP0520ATBGF,
004622167,CP0520ATKNR,
004622196,cp0520atepw,
004621055,CP0516BTUAR,
004622455,CP0514AT58J,
004622465,CP0520ATBG0,
004622388,CP0520ATB6T,
006219856,CP0520ATB6P,
004623193,CP0514AT4LZ,
004622941,cp0516btut1,
004623155,CP0516BTV8S,
004623574,CP0514AT454,
004624049,CP0516BTTK5,
004624065,cp0514at4t8,
004624086,cp0516btuww,
004621820,CP0516BTTW7,
004624549,CP0516BTTJA,
004624531,CP0516BTU00,
004624835,CP0516BTTZV,
004625630,cp0514at55w,
004625915,CP0516BTUK3,
004624830,CP0516BTU4B,
004626345,CP0516BTV8D,
004626613,CP0516BTTZL,
004626739,CP0514AT586,
004626916,CP0520ATB94,
004626755,cp0516btuq5,
004627059,3,
004627040,cp0516bttm1,
004627881,cp0516bts6h,
004627589,cp0520atk3j,
004627668,cp0516btse4,
006319316,cp0516btsv8,
004627037,cp0520at1j1,
004628500,cp0516btu55,
004628575,cp0516btuap,
004628276,cp0516btsy6,
004628885,cp0516btukg,
004629346,cp0516bts53,
004629975,cp0516bts0l,
004462345,1095902b67944ba,
004630867,cp0516btqq3,
004630719,cp0518btzsn,
004631405,cp0519atyjb,
004632145,cp0516btquu,
004658552,cp0516ct67d,
004632019,cp0520atk9h,
004632724,cp0517at13s,
004632919,cp0516ct30j,
004633427,cp0520at7ve,
004632993,cp0520at6qj,
004633001,cp0517at0eq,
004633375,cp0520at2tl,
004634267,cp0517at0t4,
004633479,cp0520at6wq,
004634762,cp0517at0qz,
004634597,cp0517at0n5,
004200141,cp0517at0l8,
004624890,cp0517at0k2,
004635650,CP0520AT737,
003999566,1095302b6603bb7,
004635936,CP0516BTYSL,
004635482,cp0516ct6d3,
006788915,CP0520AT70N,
003664473,cp0516ct69d,
004636054,cp0516ct6vg,
004636335,CP0519ATS1T,
004637424,CP0520AT44L,
004259371,ZU588537585GB,
004638127,CP0517AT2JW,
004638543,cp0520at3zj,
004638088,CP0516CT5S6,
004639046,cp0520at3t0,
004639154,cp0520at3pp,
004639491,cp0516btbfd,
004639477,cp0516btf8t,
004640012,CP0517BTARL,
004640073,CP0516CT60H,
004640099,CP0516CT603,
004641201,cp0520at49q,
004155193,cp0519atsg4,
004641950,cp0518ct32g,
004640131,cp0518ctg49,
006219856,cp0518btbnw,
004643085,CP0515CTAYK,
004643465,CP0516CT6E5,
004643487,cp0519atvrj,
004643647,CP0520AT3LM,
004643847,CP0520AT0KH,
004643680,CP0516CT69E,
004643668,CP0520AT0L0,
004643743,cp0518btbkm,
004644001,CP0520AT0J0,
004644014,CP0520AT0KU,
004644129,cp0520atjb2,
004644221,cp0518btrju,
004644467,CP0520AT0JT,
004644539,cp0520at4a8,
004645015,cp0516btjpg,
004644940,cp0516btju6,
004645946,CP0518CT1VP,
004645757,CP0516BTJ48,
004645261,CP0516BTHU1,
004645368,CP0518CT2F7,
004645454,CP0518BTBQV,
004645541,CP0520ATJ2K,
004645416,CP0516BTJ4L,
004646505,CP0516BTJ58,
004646308,cp0516btjwz,
004646599,CP0516BTJ3U,
004645004,CP0520ATHZD,
004647274,cp0520bt519,
004617096,zu588650293gb,
004648028,cp0520bt56d,
004647810,cp0520bt4zk,
004648218,cp0516bta73,
004648308,cp0520atb1z,
005264001,CP0520ATBAH,
004648668,cp0518btd25,
004617096,cp0516bta5n,
004648724,cp0518ctnm7,
004648715,cp0520atayt,
004648768,cp0520atb0k,
004648887,cp0520ataqd,
007042993,CP0518BTDDW,
004649468,cp0518ct2ju,
004648383,cp0518ctnna,
004649859,cp0518btdcd,
005419985,1035902b54ca8cb,
004351971,1035802b54c87c0,
004351971,1035802b54c94be,
004641002,zu588644307gb,
004450940,zu588651308gb,
004624890,zu588653105gb,
004632156,zu588652949gb,
004155193,zu588641274gb,
004650394,cp0536atd97,
004650954,cp0516btjga,
004641002,cp0518btczu,
006572190,cp0516btj5w,
004651120,cp0517at6b9,
004650648,cp0516atdbw,
004652036,cp0518btcuj,
004650716,cp0516bt91z,
004650307,cpf516btjce,
004650633,cp0518btcwh,
004650707,cp0516btjhp,
004652272,cp0518btcz6,
004651976,cp0519at0ka,
004450940,cp0516bt91y,
004652456,cp0516at9kv,
004652785,CP0520BT8D7,
004653852,CP0533ATKA2,
004655316,cp0520bt8y2,
004655448,cp0532bt18n,
004655440,cp0533atjn6,
004655610,cp0532bt1a9,
004655840,cp0516bt0h6,
004655846,cp0516bt0cr,
004278942,cp0516bt9mt,
004656673,cp0518ctfal,
004655087,cp0518btrnh,
004656859,cp0518ct6jy,
004656925,CP0516ATCQK,
004653449,cp0516atw4j,
004654423,CP0518BTRLR,
004658376,cp0516atw6p,
004656332,cp0516bt97b,
004658516,cp0516atw8j,
004658536,cp0516atw8m,
004658131,cp0516atw91,
004652409,CP0516ATW4B,
004658563,cp0516bta2s,
004658787,cp0516atw3b,
006723672,0085902B2FE3FE0,
004658552,cp0516bt2qc,
004659281,cp0516bt0jl,
004660841,cp0516at54j,
004660846,CP0516BT3QV,
004660863,cp0516bt29e,
004661515,CP0516ATQ7D,
004660975,cp0516atqa5,
006739524,zc357935525gb,
004662106,cp0516bt1g6,
004662795,CP0512ATP5G,
004663236,cp0516bt1eq,
004644129,CP0511ATPHT,
004658048,cp0513btsym,
004662986,cp0516bt3h1,
004663044,cp0511atp3m,
004665444,CB0516ATVPW,
004665891,cp0518ctu3q,
004663411,CP0516ATQ3Z,
004665984,cp0518ct5tl,
004662389,cp0516atvjw,
004590909,0075702b2d8e6d0,
004664771,CP0516ATT11,
004633479,zu963361645gb,
004666488,cp0518ctjtj,
004646606,cp0516atda9,
004666534,cp0518ctjt2,
004666605,cp0518cthse,
004666514,cp0518ct62g,
004666583,cp0518ct5y2,
004666708,cp0518ctmcp,
004666916,cp0518ctmlh,
004666895,cp0518ctm37,
004666887,cp0518ctm8t,
004667095,cp0515ctvd2,
004666480,cp0518ctma7,
004157404,cp0518ct61t,
004667418,cp0518cthtw,
004667549,cp0516bt4fe,
004667680,cp0515ctty7,
004667980,cp0516at81s,
004650648,cp0516bt4kf,
004603681,cp0518ct5vs,
004668968,cp0516ate8b,
004669135,cp0516at8ad,
004669252,cp0515gt4l0,
004669662,cp0518ct6n9,
004669690,cp0518ct6gv,
004669987,cp0518ct01c,
004670072,cp051*cttwa,
004670476,cp0533atara,
004353161,cp0519at4sw,
004668849,cp0516atrep,
004671270,cp0519at4yj,
004671345,cp0519at20c,
004671373,cp0519at4fn,
006488998,cp0519at296,
004672185,cp0516atrk8,
004672819,cp0519at206,
004672009,cp0520btn20,
004672018,cp0515ctwke,
004671682,cp0513btpw8,
004673024,cp0516atrgc,
004673301,cp0513btpzr,
004673447,cp0518ctrlm,
006639328,cp0519at4d9,
004615157,cp0519at4cu,
004675087,cp0518ctrpg,
004674854,cp0518ctsas,
004675100,cp0518ctrzq,
004676214,cp0515ctbze,
004676238,cp0518ctrt1,
004675419,cp0518cts86,
004675565,cp0519at6yg,
004677127,cp0518ctses,
004677270,cp0515ctfpg,
004676204,cp0515ctfq6,
004677513,cp0515ctwdw,
004677591,cp0518btesu,
004678239,cp0515ctwfu,
004678040,cp0517btdyz,
004678364,cp0516btuja,
004679586,cp0511btghd,
004679532,cp0517btcf9,
004678717,cp0513btw0s,
004678401,cp0518ct5j9,
004679246,cp0517bte61,
004679725,cp0517btebu,
004679798,cp0513btvfl,
004679911,cp0513btvww,
004679806,cp0513btvuq,
004681299,cp0513btvnj,
005735380,cp0513btvzw,
004680382,cp0511btgg6,
004681450,cp0518ct5ht,
004681415,cp0513btvnz,
004681456,cp0513btw48,
004681653,cp0512at0cs,
004682038,cp0514atdy4,
004662370,cp0515ct9ch,
004682330,cp0512at0cz,
004682131,cp0520bt180,
004674277,cp0513btvhb,
004683764,cp0513btv6n,
004683838,cp0511btg7n,
004684757,cp0514atdy2,
004684961,cp0516atjau,
004684256,CP0516ATJMJ,
004685333,cp0516atjjn,
004685219,CP0516ATHTB,
004685441,CP0514ATDTG,
004686255,cp0513bty52,
004685569,cp0518ct8l3,
004685557,CP0514ATDFT,
004685639,CP0514ATDCA,
004096266,CP0516ATJMS,
004686818,cp0518ct6zq,
004688559,cp0513ct1lb,
004685212,cp0513atn9j,
004687445,cp0513ct1ps,
005524040,cp0516atn0j,
004689522,cp0511btd6q,
004689219,cp0513btvcm,
004181918,zu963405899gb,
004687046,cp0518ct7uc,
004689770,CP0515CTLE0,
004689776,CP0515CTYK1,
004689825,cp0513btl5n,
004691100,cp0512cty97,
004690925,cp0512cty9f,
004690181,cp0512cty8g,
006581861,cp0515ctylg,
004690432,CP0513BTNDV,
004691265,cp0515ctyt0,
004692306,cp0514ateeg,
004692538,cp0511ct7lg,
004692539,cp0511ct7ns,
004692794,cp0511ct7yb,
005937481,cp0514ateud,
004645015,cp0514atf45,
004692851,cp0514atf37,
004693032,cp0514atf3l,
004693553,cp0515gt72d,
004693471,cp0514atfaf,
004694609,cp0514atem9,
004694024,cp0511atylz,
004694681,cp0536atlmj,
004695117,cp0514atfg0,
004695343,cp0514atfrc,
004695746,cp0536atl9k,
004695827,cp0536atlmc,
005698197,cp0515ctqja,
004696091,cp0514ate47,
004696267,cp0514atftz,
004696349,cp0514atf3j,
004696451,cp0514atf2m,
004696289,cp0514atfq4,
004696960,cp0514ateuq,
004697361,cp0536atj8v,
004633479,zu963407237gb,
004698403,CP0536ATLV9,
004698190,cp0513btt28,
004685098,cp0514atdjr,
004699219,cp0513btwq6,
004701099,CP0515ATZ03,
004702404,CP0535ATRZR,
004563790,CP0514ATHPB,
004701686,CP0513CT207,
004699095,cp0511atc9f,
004698745,cp0515bt9cf,
004700323,cp0511at9cv,
004702935,cp0515btn19,
004696266,cp0515btz39,
004700985,cp0515bt98d,
004697592,cp0513btf7r,
004701506,cp0515athes,
004701567,cp0515bt95u,
004702142,cp0513btpu8,
004703988,CP0515CTLFC,
004703301,cp0515ctuct,
004703671,CP0537ATR7A,
004703267,cp0515atfty,
004703903,cp0516atjss,
004702541,cp0515bt9re,
004703500,cp0515cty8d,
004704329,CP0537ATQNK,
004704414,cp0537atqrt,
004704506,CP0515BTSZW,
004704650,cp0537atrtb,
004704777,cp0537atrr8,
004705130,cp0537atrab,
004705375,CP0515BTU24,
004702844,cp0537aturp,
004706702,cp0537atq8z,
004702123,zu963407651gb,
004627669,zu963407634gb,
004706433,CP0537ATTCE,
004707499,CP0537ATTDS,
004707821,cp0535atbss,
004702123,CP0537ATTS0,
004708221,cp0537atv74,
005090122,CP0537ATTAB,
004708353,CP0537ATTQW,
004708262,cp0537atr14,
004708780,CP0537ATSV8,
004709099,cp0537atv7p,
004709268,CP0537ATTFN,
004627669,CP0537ATU2K,
004675678,cp0537atrb3,
004710602,cp0537atr6a,
004710827,cp0537atu80,
004710573,cp0537atrfm,
004711424,cp0537atuqc,
004711381,cp0537atqtr,
004712364,cp0537aturs,
004712407,cp0537attzv,
004710431,cp0537atq26,
004710797,cp0537atq6s,
004710849,cp0537atq7b,
004713710,CP0515BT9JA,
004714156,CP0537ATUWD,
004714235,CP0537ATUVT,
004713139,CP0537ATRN8,
004714853,CP0537ATRQS,
004714598,CP0514AT5T8,
004714373,CP0514ATEBK,
004715120,CP0513BTM1K,
004715190,CP0514AT59A,
004712734,CP0514AT53Z,
004714104,CP0514ATHNQ,
004714835,CP0514AT0TV,
004714695,CP0513BTQKJ,
004715028,CP0514AT59K,
004715112,CP0514ATHEW,
004713814,CP0536ATBAM,
004715503,CP0514AT5R3,
004715096,CP0514AT5RM,
004715745,cp0537att2c,
004716659,cp0536atls9,
004716282,CP0515ATM56,
004716608,cp0538atg51,
004716518,cp0513ath7r,
006521856,cp0536atfck,
004718643,cp0536atfdf,
004718935,cp0538atg6h,
004719472,cp0534atjts,
004720136,cp0534atky0,
004720120,cp0534atky9,
004696213,cp0536atlrq,
004720256,cp0536atlg6,
004719603,cp0536atlqb,
004720694,cp0514at67v,
004720965,cp0514at5s2,
004721223,cp0536atlu7,
004721205,cp0536atlf8,
004721251,cp0536atfd6,
004721974,cp0534atl1g,
004617805,zu963410372gb,
004722765,cp0537bt4nl,
004722969,CP0537ATJ7B,
004723744,cp0537bt4c6,
004723977,cp0533at8zb,
004725501,CP0537ATJ61,
004725293,CP0537ATGD1,
004716722,cp0533atzcg,
004720941,cp0535atkmn,
004720696,cp0537aths4,
004716586,cp0535atkpw,
004715682,cp0533atz17,
004726679,cp0533atz41,
005690902,cp0533atzr7,
004727092,cp0533atz2e,
004727299,cp0535atluq,
004727243,cp0535atl2d,
004726529,cp0533atz0p,
004726594,cp0533at5tj,
004727827,cp0532bt25w,
004727477,cp0535atkmf,
004727522,cp0537bt7a3,
004728529,cp0533atgqk,
004725339,cp0534atqdm,
004727296,CP0533ATGP0,
004728165,cp0537btaem,
004727895,CP0534ATCDM,
004729190,CP0539ATGKS,
004728181,cp0537atd5k,
004728926,CP0533ATZW6,
004729359,cp0537atdlq,
004728553,CP0537BT7A5,
004729668,CP0539ATGMV,
003382079,CP0534ATCCH,
004729999,CP0512CTRRS,
004730784,CP0512CTRKW,
004729764,cp0537btb5h,
004730230,cp0512ctsg6,
004730993,cp0513ct1sv,
004730812,CP0537BTA83,
004730535,CP0537BT9F6,
004730664,CP0512CTRRM,
004731297,cp0515gt6q1,
004731581,cp0515ctrpr,
004732328,CP0515CTUD3,
004732341,CP0515GT623,
004732476,CP0512CTR9J,
004732107,CP0515CTUB9,
004731806,CP0537BTB00,
004732227,CP0512CTS4A,
004732597,cp0537bt7kk,
004731798,cp0512ctrq9,
004678672,CP0513AT71C,
004732899,CP0533AT5BE,
005808121,CP0534AT18Q,
004733120,cp0537bt7k2,
004732849,CP0513AT62Z,
004732916,cp0515gt6hs,
004728462,cp0537bt7l2,
006613964,CP0535BT38S,
004734355,CP0513BTY0F,
004734857,CP0535BT2Y0,
004733986,CP0533ATZJ4,
004734133,CP0533BT75H,
004734202,CP0534AT1J5,
004734598,CP0535BT39P,
004734632,CP0532BT2AA,
003736841,cp0534atet8,
004735235,CP0533AT5D0,
004735138,cp0534atflt,
004735462,CP0533ATMH6,
004735988,cp0533at5ms,
004736927,CP0534ATJB5,
004650648,CP0538ATYJM,
004736611,CP0538ATYUY,
005311626,CP0534ATJ9Q,
004735903,CP0536AT111,
004736105,CP0535BT5NS,
004737608,CP0535BT5QT,
004736852,CP0535BT5N2,
004736888,CP0534AT5NV,
004738453,cp0538atyyq,
004737849,CP0534ATR1M,
004738592,cp0534at79k,
004738640,CP0539AT9FY,
004738638,CP0539AT9R2,
005593944,cp0534atrpl,
004738385,cp0534atqkn,
004739933,CP0534AT52N,
004734646,CP0534ATEWM,
004741326,CP0534AT62Z,
004741555,cp0534atlnc,
004741395,cp0534atg97,
004618596,zu963399116gb,
004741711,cp0540athec,
006004256,cp0534atnwc,
006679542,cp0534atfmk,
004742353,cp0539at9az,
004741846,cp0534atg0v,
004645015,cp0540athdb,
004743933,cp0541at6hp,
004744002,cp0541at6f5,
004743362,cp0534atf0p,
004744440,cp0532bt36a,
004745060,cp0534atftc,
004746714,cp0534atr9m,
004745607,cp0532atzfm,
004745911,cp0539ata3q,
004739939,cp0539at2jy,
004747820,cp0534atfhp,
004748431,cp0538btkej,
004748501,cp0535bt5a9,
004650648,cp0539at9ky,
004749681,cp0535bt4re,
004749573,cp0537bt7ny,
004749617,cp0535bt4y1,
005987977,cp0535bt51k,
004748913,cp0538at637,
004749037,cp0535bt4pp,
004749134,cp0535bt4sl,
004578455,cp0535bt4zk,
004749946,cp0535bt4yq,
004571508,cp0540bt6an,
004750532,cp0535bt4ly,
004750162,cp0537bt7ng,
004750851,cp0533atzpq,
005210473,cp0540bt62y,
004751626,cp0536atkt5,
004751697,cp0536atl1j,
004823367,cp0535atlp5,
004753144,CP0541AT7W1,
004752458,cp0540bt5tt,
004752559,CP0537AT8D5,
004753583,cp0536atkp6,
004696859,cp0541at8yl,
004752247,cp0540bt9hp,
004752456,cp0540at329,
004754549,cp0541at0mm,
004755040,cp0540btd5r,
004755052,cp0540btdat,
004755219,CP0537AT7SY,
004756417,cp0536atkrj,
004756698,cp0537attrm,
004755642,CP0540BT3Q9,
004756198,cp0537atzet,
004755935,CP0536ATKU1,
004756002,CP0541AT90Z,
004757348,cp0534atq4n,
004757063,CP0535BT3W9,
004758366,cp0537atzh8,
004758467,cp0534atrfq,
004759019,cp0541at85f,
004759396,cp0533at8mg,
004760833,CP0536ATQVS,
004744428,CP0536ATQK1,
005939223,CP0536ATRG8,
004757386,CP0542ATFB2,
004756267,CP0542ATERK,
004755517,CP0540BTL69,
004763160,CP0542ATFP4,
006952348,CP0544BTLFH,
004764218,CP0542ATEVD,
004753965,cp0541atefp,
003867893,cp0541ateqg,
004763891,CP0541ATEVR,
004765191,CP0541ATEMU,
004765456,CP0542AT3H3,
004765202,cp0541atead,
004766145,CP0540BTD39,
004742828,cp0541atfgd,
004766214,CP0540BTD5J,
004766497,cp0541ate65,
005574557,cp0541atfej,
004767228,CP0540BT2K2,
004767865,CP0540BT15Z,
004768216,CP0540BTD3H,
004769000,CP0541ATF7C,
004769507,cp0540bt3fh,
004769836,cp0541atfez,
004769604,cp0540bt5nz,
004770608,cp0540bt5f1,
004769066,cp0540atq43,
007073485,cp0540btcpy,
004770358,cp0540btcq8,
004770851,cp0540atvsh,
004770650,cp0540bt2v5,
004771015,cp0541bt9c5,
004770865,cp0540btdg5,
004771313,cp0541bt997,
004771409,cp0541ath4t,
004771531,CP0541BT03T,
004771767,CP0542AT0A2,
004771603,CP0542AT0FL,
004772342,cp0540atwky,
004772298,cp0540atwyb,
004772924,CP0542AT0B9,
004773023,CP0542AT5KG,
004773131,CP0540ATWL1,
004773340,cp0537atly6,
004773945,CP0537AT7VD,
004774138,CP0541AT6U6,
004774055,cp0542at2a8,
004775105,cp0541btdlp,
004774019,cp0540bt6up,
004774873,CP0542AT5RT,
004775157,CP0541AT6T2,
004757042,CP0542AT5PL,
005687819,CP0542AT5PN,
004774402,cp0541bt9f1,
004774413,cp0542at5ga,
004775574,CP0541AT6HB,
004775880,cp0541bt9lf,
004776169,cp0540atwb4,
004776466,cp0538at629,
004776799,CP0535BT45L,
004776839,cp0537atn3n,
004776732,CP0535BT44N,
004777277,cp0541at801,
004777242,cp0541atgr4,
004777622,cp0540aty3j,
004777884,cp0540bt7jp,
004778215,cp0537btbgr,
004779812,CP0539ATD6N,
006249825,cp0541atgqt,
004780094,cp0541atgjm,
004781111,cp0541atg0p,
004781785,cp0542at1er,
004781845,CP0542AT17N,
004782030,cp0533atzrg,
004782648,cp0541btcpz,
004782187,cp0541bteh9,
004783451,cp0541btdjp,
004783588,CP0540BT2HN,
004724413,CP0541BTCFS,
004724413,CP0541BTCFN,
004763085,CP0542ATC0P,
004780755,CP0535ATJK8,
004774642,CP0541BTFQ7,
005558536,CP0541BTAU8,
004783097,CP0535ATJKM,
004783811,CP0535ATJHB,
004784911,CP0541BTG8T,
004784653,CP0541BTBWD,
004785237,CP0541BTASB,
004785594,cp0542atfne,
004785570,cp0541bte9b,
004785970,cp0540btllp,
004786005,cp0542at3tr,
206953042,cp0542at3qh,
004785950,cp0542atew7,
004785934,cp0542atf6b,
004783751,CP0535ATK0B,
004784580,CP0541AT9L9,
004783140,cp0542at3rw,
004787811,CP0542AT08N,
004785885,CP0541AT8Q8,
004787933,CP0542AT21Y,
004788720,CP0542AT20W,
006614989,cp0541bt04z,
004789290,cp0541bt0t3,
004786359,cp0541bth10,
004786130,cp0541bt0qp,
004789045,cp0541btagt,
004788007,cp0541btb49,
004788586,cp0541btbf9,
004790467,cp0536atqbd,
004789685,cp0541btbeu,
004789848,CP0541ATYYQ,
004790401,CP0541BT4LL,
004791306,CP0541BTAJ4,
004791452,cp0534ate9v,
004791905,cp0537bt065,
004792165,CP0542AT5JU,
004792228,cp0537bt08z,
004793109,cp0537atzt2,
004328017,CP0541BT10Q,
004792521,cp0534atcya,
004793262,CB0537BT00W,
004793835,CP0541BTACL,
004793842,CP0541BTBEY,
004530495,CP0541BTG3N,
004794747,CP0542ATE4Q,
004795182,cp0542atbb6,
004795660,cp0542atbad,
004783304,CP0542ATDQ7,
004794428,CP0541BTGD4,
004796158,cp0542at1hs,
004794341,CP0542ATEDM,
004794771,cp0542atn3y,
004794936,CP0540BTP2G,
004790748,cp0542atdlp,
